id,response,sex,race,type,count,i,CASE
1,1,0,0,2,58,4,97
1,1,0,0,2,58,5,98
1,1,0,0,2,58,6,99
1,1,0,0,2,58,7,100
1,1,0,0,2,58,8,101
1,1,0,0,2,58,9,102
1,1,0,0,2,58,10,103
1,1,0,0,2,58,11,104
1,1,0,0,2,58,12,105
1,1,0,0,2,58,13,106
1,1,0,0,2,58,14,107
1,1,0,0,2,58,15,108
1,1,0,0,2,58,16,109
1,1,0,0,2,58,17,110
1,1,0,0,2,58,18,111
1,1,0,0,2,58,19,112
1,1,0,0,2,58,20,113
1,1,0,0,2,58,21,114
1,1,0,0,2,58,22,115
1,1,0,0,2,58,23,116
1,1,0,0,2,58,24,117
1,1,0,0,2,58,25,118
1,1,0,0,2,58,26,119
1,1,0,0,2,58,27,120
1,1,0,0,2,58,28,121
1,1,0,0,2,58,29,122
1,1,0,0,2,58,30,123
1,1,0,0,2,58,31,124
1,1,0,0,2,58,32,125
1,1,0,0,2,58,33,126
1,1,0,0,2,58,34,127
1,1,0,0,2,58,35,128
1,1,0,0,2,58,36,129
1,1,0,0,2,58,37,130
1,1,0,0,2,58,38,131
1,1,0,0,2,58,39,132
1,1,0,0,2,58,40,133
1,1,0,0,2,58,41,134
1,1,0,0,2,58,42,135
1,1,0,0,2,58,43,136
1,1,0,0,2,58,44,137
1,1,0,0,2,58,45,138
1,1,0,0,2,58,46,139
1,1,0,0,2,58,47,140
1,1,0,0,2,58,48,141
1,1,0,0,2,58,49,142
1,1,0,0,2,58,50,143
1,1,0,0,2,58,51,144
1,1,0,0,2,58,52,145
1,1,0,0,2,58,53,146
1,1,0,0,2,58,54,147
1,1,0,0,2,58,55,148
1,1,0,0,2,58,56,149
1,1,0,0,2,58,57,150
1,1,0,0,2,58,58,151
1,0,0,0,2,36,1,152
1,0,0,0,2,36,2,153
1,0,0,0,2,36,3,154
1,0,0,0,2,36,4,155
1,0,0,0,2,36,5,156
1,0,0,0,2,36,6,157
1,0,0,0,2,36,7,158
1,0,0,0,2,36,8,159
1,0,0,0,2,36,9,160
1,0,0,0,2,36,10,161
1,0,0,0,2,36,11,162
1,0,0,0,2,36,12,163
1,0,0,0,2,36,13,164
1,0,0,0,2,36,14,165
1,0,0,0,2,36,15,166
1,0,0,0,2,36,16,167
1,0,0,0,2,36,17,168
1,0,0,0,2,36,18,169
1,0,0,0,2,36,19,170
1,0,0,0,2,36,20,171
1,0,0,0,2,36,21,172
1,0,0,0,2,36,22,173
1,0,0,0,2,36,23,174
1,0,0,0,2,36,24,175
1,0,0,0,2,36,25,176
1,0,0,0,2,36,26,177
1,0,0,0,2,36,27,178
1,0,0,0,2,36,28,179
1,0,0,0,2,36,29,180
1,0,0,0,2,36,30,181
1,0,0,0,2,36,31,182
1,0,0,0,2,36,32,183
1,0,0,0,2,36,33,184
1,0,0,0,2,36,34,185
1,0,0,0,2,36,35,186
1,0,0,0,2,36,36,187
1,1,0,0,3,32,1,188
1,1,0,0,3,32,2,189
1,1,0,0,3,32,3,190
1,1,0,0,3,32,4,191
1,1,0,0,3,32,5,192
1,1,0,0,3,32,6,193
1,1,0,0,3,32,7,194
1,1,0,0,3,32,8,195
1,1,0,0,3,32,9,196
1,1,0,0,3,32,10,197
1,1,0,0,3,32,11,198
1,1,0,0,3,32,12,199
1,1,0,0,3,32,13,200
1,1,0,0,3,32,14,201
1,1,0,0,3,32,15,202
1,1,0,0,3,32,16,203
1,1,0,0,3,32,17,204
1,1,0,0,3,32,18,205
1,1,0,0,3,32,19,206
1,1,0,0,3,32,20,207
1,1,0,0,3,32,21,208
1,1,0,0,3,32,22,209
1,1,0,0,3,32,23,210
1,1,0,0,3,32,24,211
1,1,0,0,3,32,25,212
1,1,0,0,3,32,26,213
1,1,0,0,3,32,27,214
1,1,0,0,3,32,28,215
1,1,0,0,3,32,29,216
1,1,0,0,3,32,30,217
1,1,0,0,3,32,31,218
1,1,0,0,3,32,32,219
1,0,0,0,3,62,1,220
1,0,0,0,3,62,2,221
1,0,0,0,3,62,3,222
1,0,0,0,3,62,4,223
1,0,0,0,3,62,5,224
1,0,0,0,3,62,6,225
1,0,0,0,3,62,7,226
1,0,0,0,3,62,8,227
1,0,0,0,3,62,9,228
1,0,0,0,3,62,10,229
1,0,0,0,3,62,11,230
1,0,0,0,3,62,12,231
1,0,0,0,3,62,13,232
1,0,0,0,3,62,14,233
1,0,0,0,3,62,15,234
1,0,0,0,3,62,16,235
1,0,0,0,3,62,17,236
1,0,0,0,3,62,18,237
1,0,0,0,3,62,19,238
1,0,0,0,3,62,20,239
1,0,0,0,3,62,21,240
1,0,0,0,3,62,22,241
1,0,0,0,3,62,23,242
1,0,0,0,3,62,24,243
1,0,0,0,3,62,25,244
1,0,0,0,3,62,26,245
1,0,0,0,3,62,27,246
1,0,0,0,3,62,28,247
1,0,0,0,3,62,29,248
1,0,0,0,3,62,30,249
1,0,0,0,3,62,31,250
1,0,0,0,3,62,32,251
1,0,0,0,3,62,33,252
1,0,0,0,3,62,34,253
1,0,0,0,3,62,35,254
1,0,0,0,3,62,36,255
1,0,0,0,3,62,37,256
1,0,0,0,3,62,38,257
1,0,0,0,3,62,39,258
1,0,0,0,3,62,40,259
1,0,0,0,3,62,41,260
1,0,0,0,3,62,42,261
1,0,0,0,3,62,43,262
1,0,0,0,3,62,44,263
1,0,0,0,3,62,45,264
1,0,0,0,3,62,46,265
1,0,0,0,3,62,47,266
1,0,0,0,3,62,48,267
1,0,0,0,3,62,49,268
1,0,0,0,3,62,50,269
1,0,0,0,3,62,51,270
1,0,0,0,3,62,52,271
1,0,0,0,3,62,53,272
1,0,0,0,3,62,54,273
1,0,0,0,3,62,55,274
1,0,0,0,3,62,56,275
1,0,0,0,3,62,57,276
1,0,0,0,3,62,58,277
1,0,0,0,3,62,59,278
1,0,0,0,3,62,60,279
1,0,0,0,3,62,61,280
1,0,0,0,3,62,62,281
2,1,0,1,1,910,1,282
2,1,0,1,1,910,2,283
2,1,0,1,1,910,3,284
2,1,0,1,1,910,4,285
2,1,0,1,1,910,5,286
2,1,0,1,1,910,6,287
2,1,0,1,1,910,7,288
2,1,0,1,1,910,8,289
2,1,0,1,1,910,9,290
2,1,0,1,1,910,10,291
2,1,0,1,1,910,11,292
2,1,0,1,1,910,12,293
2,1,0,1,1,910,13,294
2,1,0,1,1,910,14,295
2,1,0,1,1,910,15,296
2,1,0,1,1,910,16,297
2,1,0,1,1,910,17,298
2,1,0,1,1,910,18,299
2,1,0,1,1,910,19,300
2,1,0,1,1,910,20,301
2,1,0,1,1,910,21,302
2,1,0,1,1,910,22,303
2,1,0,1,1,910,23,304
2,1,0,1,1,910,24,305
2,1,0,1,1,910,25,306
2,1,0,1,1,910,26,307
2,1,0,1,1,910,27,308
2,1,0,1,1,910,28,309
2,1,0,1,1,910,29,310
2,1,0,1,1,910,30,311
2,1,0,1,1,910,31,312
2,1,0,1,1,910,32,313
2,1,0,1,1,910,33,314
2,1,0,1,1,910,34,315
2,1,0,1,1,910,35,316
2,1,0,1,1,910,36,317
2,1,0,1,1,910,37,318
2,1,0,1,1,910,38,319
2,1,0,1,1,910,39,320
2,1,0,1,1,910,40,321
2,1,0,1,1,910,41,322
2,1,0,1,1,910,42,323
2,1,0,1,1,910,43,324
2,1,0,1,1,910,44,325
2,1,0,1,1,910,45,326
2,1,0,1,1,910,46,327
2,1,0,1,1,910,47,328
2,1,0,1,1,910,48,329
2,1,0,1,1,910,49,330
2,1,0,1,1,910,50,331
2,1,0,1,1,910,51,332
2,1,0,1,1,910,52,333
2,1,0,1,1,910,53,334
2,1,0,1,1,910,54,335
2,1,0,1,1,910,55,336
2,1,0,1,1,910,56,337
2,1,0,1,1,910,57,338
2,1,0,1,1,910,58,339
2,1,0,1,1,910,59,340
2,1,0,1,1,910,60,341
2,1,0,1,1,910,61,342
2,1,0,1,1,910,62,343
2,1,0,1,1,910,63,344
2,1,0,1,1,910,64,345
2,1,0,1,1,910,65,346
2,1,0,1,1,910,66,347
2,1,0,1,1,910,67,348
2,1,0,1,1,910,68,349
2,1,0,1,1,910,69,350
2,1,0,1,1,910,70,351
2,1,0,1,1,910,71,352
2,1,0,1,1,910,72,353
2,1,0,1,1,910,73,354
2,1,0,1,1,910,74,355
2,1,0,1,1,910,75,356
2,1,0,1,1,910,76,357
2,1,0,1,1,910,77,358
2,1,0,1,1,910,78,359
2,1,0,1,1,910,79,360
2,1,0,1,1,910,80,361
2,1,0,1,1,910,81,362
2,1,0,1,1,910,82,363
2,1,0,1,1,910,83,364
2,1,0,1,1,910,84,365
2,1,0,1,1,910,85,366
2,1,0,1,1,910,86,367
2,1,0,1,1,910,87,368
2,1,0,1,1,910,88,369
2,1,0,1,1,910,89,370
2,1,0,1,1,910,90,371
2,1,0,1,1,910,91,372
2,1,0,1,1,910,92,373
2,1,0,1,1,910,93,374
2,1,0,1,1,910,94,375
2,1,0,1,1,910,95,376
2,1,0,1,1,910,96,377
2,1,0,1,1,910,97,378
2,1,0,1,1,910,98,379
2,1,0,1,1,910,99,380
2,1,0,1,1,910,100,381
2,1,0,1,1,910,101,382
2,1,0,1,1,910,102,383
2,1,0,1,1,910,103,384
2,1,0,1,1,910,104,385
2,1,0,1,1,910,105,386
2,1,0,1,1,910,106,387
2,1,0,1,1,910,107,388
2,1,0,1,1,910,108,389
2,1,0,1,1,910,109,390
2,1,0,1,1,910,110,391
2,1,0,1,1,910,111,392
2,1,0,1,1,910,112,393
2,1,0,1,1,910,113,394
2,1,0,1,1,910,114,395
2,1,0,1,1,910,115,396
2,1,0,1,1,910,116,397
2,1,0,1,1,910,117,398
2,1,0,1,1,910,118,399
2,1,0,1,1,910,119,400
2,1,0,1,1,910,120,401
2,1,0,1,1,910,121,402
2,1,0,1,1,910,122,403
2,1,0,1,1,910,123,404
2,1,0,1,1,910,124,405
2,1,0,1,1,910,125,406
2,1,0,1,1,910,126,407
2,1,0,1,1,910,127,408
2,1,0,1,1,910,128,409
2,1,0,1,1,910,129,410
2,1,0,1,1,910,130,411
2,1,0,1,1,910,131,412
2,1,0,1,1,910,132,413
2,1,0,1,1,910,133,414
2,1,0,1,1,910,134,415
2,1,0,1,1,910,135,416
2,1,0,1,1,910,136,417
2,1,0,1,1,910,137,418
2,1,0,1,1,910,138,419
2,1,0,1,1,910,139,420
2,1,0,1,1,910,140,421
2,1,0,1,1,910,141,422
2,1,0,1,1,910,142,423
2,1,0,1,1,910,143,424
2,1,0,1,1,910,144,425
2,1,0,1,1,910,145,426
2,1,0,1,1,910,146,427
2,1,0,1,1,910,147,428
2,1,0,1,1,910,148,429
2,1,0,1,1,910,149,430
2,1,0,1,1,910,150,431
2,1,0,1,1,910,151,432
2,1,0,1,1,910,152,433
2,1,0,1,1,910,153,434
2,1,0,1,1,910,154,435
2,1,0,1,1,910,155,436
2,1,0,1,1,910,156,437
2,1,0,1,1,910,157,438
2,1,0,1,1,910,158,439
2,1,0,1,1,910,159,440
2,1,0,1,1,910,160,441
2,1,0,1,1,910,161,442
2,1,0,1,1,910,162,443
2,1,0,1,1,910,163,444
2,1,0,1,1,910,164,445
2,1,0,1,1,910,165,446
2,1,0,1,1,910,166,447
2,1,0,1,1,910,167,448
2,1,0,1,1,910,168,449
2,1,0,1,1,910,169,450
2,1,0,1,1,910,170,451
2,1,0,1,1,910,171,452
2,1,0,1,1,910,172,453
2,1,0,1,1,910,173,454
2,1,0,1,1,910,174,455
2,1,0,1,1,910,175,456
2,1,0,1,1,910,176,457
2,1,0,1,1,910,177,458
2,1,0,1,1,910,178,459
2,1,0,1,1,910,179,460
2,1,0,1,1,910,180,461
2,1,0,1,1,910,181,462
2,1,0,1,1,910,182,463
2,1,0,1,1,910,183,464
2,1,0,1,1,910,184,465
2,1,0,1,1,910,185,466
2,1,0,1,1,910,186,467
2,1,0,1,1,910,187,468
2,1,0,1,1,910,188,469
2,1,0,1,1,910,189,470
2,1,0,1,1,910,190,471
2,1,0,1,1,910,191,472
2,1,0,1,1,910,192,473
2,1,0,1,1,910,193,474
2,1,0,1,1,910,194,475
2,1,0,1,1,910,195,476
2,1,0,1,1,910,196,477
2,1,0,1,1,910,197,478
2,1,0,1,1,910,198,479
2,1,0,1,1,910,199,480
2,1,0,1,1,910,200,481
2,1,0,1,1,910,201,482
2,1,0,1,1,910,202,483
2,1,0,1,1,910,203,484
2,1,0,1,1,910,204,485
2,1,0,1,1,910,205,486
2,1,0,1,1,910,206,487
2,1,0,1,1,910,207,488
2,1,0,1,1,910,208,489
2,1,0,1,1,910,209,490
2,1,0,1,1,910,210,491
2,1,0,1,1,910,211,492
2,1,0,1,1,910,212,493
2,1,0,1,1,910,213,494
2,1,0,1,1,910,214,495
2,1,0,1,1,910,215,496
2,1,0,1,1,910,216,497
2,1,0,1,1,910,217,498
2,1,0,1,1,910,218,499
2,1,0,1,1,910,219,500
2,1,0,1,1,910,220,501
2,1,0,1,1,910,221,502
2,1,0,1,1,910,222,503
2,1,0,1,1,910,223,504
2,1,0,1,1,910,224,505
2,1,0,1,1,910,225,506
2,1,0,1,1,910,226,507
2,1,0,1,1,910,227,508
2,1,0,1,1,910,228,509
2,1,0,1,1,910,229,510
2,1,0,1,1,910,230,511
2,1,0,1,1,910,231,512
2,1,0,1,1,910,232,513
2,1,0,1,1,910,233,514
2,1,0,1,1,910,234,515
2,1,0,1,1,910,235,516
2,1,0,1,1,910,236,517
2,1,0,1,1,910,237,518
2,1,0,1,1,910,238,519
2,1,0,1,1,910,239,520
2,1,0,1,1,910,240,521
2,1,0,1,1,910,241,522
2,1,0,1,1,910,242,523
2,1,0,1,1,910,243,524
2,1,0,1,1,910,244,525
2,1,0,1,1,910,245,526
2,1,0,1,1,910,246,527
2,1,0,1,1,910,247,528
2,1,0,1,1,910,248,529
2,1,0,1,1,910,249,530
2,1,0,1,1,910,250,531
2,1,0,1,1,910,251,532
2,1,0,1,1,910,252,533
2,1,0,1,1,910,253,534
2,1,0,1,1,910,254,535
2,1,0,1,1,910,255,536
2,1,0,1,1,910,256,537
2,1,0,1,1,910,257,538
2,1,0,1,1,910,258,539
2,1,0,1,1,910,259,540
2,1,0,1,1,910,260,541
2,1,0,1,1,910,261,542
2,1,0,1,1,910,262,543
2,1,0,1,1,910,263,544
2,1,0,1,1,910,264,545
2,1,0,1,1,910,265,546
2,1,0,1,1,910,266,547
2,1,0,1,1,910,267,548
2,1,0,1,1,910,268,549
2,1,0,1,1,910,269,550
2,1,0,1,1,910,270,551
2,1,0,1,1,910,271,552
2,1,0,1,1,910,272,553
2,1,0,1,1,910,273,554
2,1,0,1,1,910,274,555
2,1,0,1,1,910,275,556
2,1,0,1,1,910,276,557
2,1,0,1,1,910,277,558
2,1,0,1,1,910,278,559
2,1,0,1,1,910,279,560
2,1,0,1,1,910,280,561
2,1,0,1,1,910,281,562
2,1,0,1,1,910,282,563
2,1,0,1,1,910,283,564
2,1,0,1,1,910,284,565
2,1,0,1,1,910,285,566
2,1,0,1,1,910,286,567
2,1,0,1,1,910,287,568
2,1,0,1,1,910,288,569
2,1,0,1,1,910,289,570
2,1,0,1,1,910,290,571
2,1,0,1,1,910,291,572
2,1,0,1,1,910,292,573
2,1,0,1,1,910,293,574
2,1,0,1,1,910,294,575
2,1,0,1,1,910,295,576
2,1,0,1,1,910,296,577
2,1,0,1,1,910,297,578
2,1,0,1,1,910,298,579
2,1,0,1,1,910,299,580
2,1,0,1,1,910,300,581
2,1,0,1,1,910,301,582
2,1,0,1,1,910,302,583
2,1,0,1,1,910,303,584
2,1,0,1,1,910,304,585
2,1,0,1,1,910,305,586
2,1,0,1,1,910,306,587
2,1,0,1,1,910,307,588
2,1,0,1,1,910,308,589
2,1,0,1,1,910,309,590
2,1,0,1,1,910,310,591
2,1,0,1,1,910,311,592
2,1,0,1,1,910,312,593
2,1,0,1,1,910,313,594
2,1,0,1,1,910,314,595
2,1,0,1,1,910,315,596
2,1,0,1,1,910,316,597
2,1,0,1,1,910,317,598
2,1,0,1,1,910,318,599
2,1,0,1,1,910,319,600
2,1,0,1,1,910,320,601
2,1,0,1,1,910,321,602
2,1,0,1,1,910,322,603
2,1,0,1,1,910,323,604
2,1,0,1,1,910,324,605
2,1,0,1,1,910,325,606
2,1,0,1,1,910,326,607
2,1,0,1,1,910,327,608
2,1,0,1,1,910,328,609
2,1,0,1,1,910,329,610
2,1,0,1,1,910,330,611
2,1,0,1,1,910,331,612
2,1,0,1,1,910,332,613
2,1,0,1,1,910,333,614
2,1,0,1,1,910,334,615
2,1,0,1,1,910,335,616
2,1,0,1,1,910,336,617
2,1,0,1,1,910,337,618
2,1,0,1,1,910,338,619
2,1,0,1,1,910,339,620
2,1,0,1,1,910,340,621
2,1,0,1,1,910,341,622
2,1,0,1,1,910,342,623
2,1,0,1,1,910,343,624
2,1,0,1,1,910,344,625
2,1,0,1,1,910,345,626
2,1,0,1,1,910,346,627
2,1,0,1,1,910,347,628
2,1,0,1,1,910,348,629
2,1,0,1,1,910,349,630
2,1,0,1,1,910,350,631
2,1,0,1,1,910,351,632
2,1,0,1,1,910,352,633
2,1,0,1,1,910,353,634
2,1,0,1,1,910,354,635
2,1,0,1,1,910,355,636
2,1,0,1,1,910,356,637
2,1,0,1,1,910,357,638
2,1,0,1,1,910,358,639
2,1,0,1,1,910,359,640
2,1,0,1,1,910,360,641
2,1,0,1,1,910,361,642
2,1,0,1,1,910,362,643
2,1,0,1,1,910,363,644
2,1,0,1,1,910,364,645
2,1,0,1,1,910,365,646
2,1,0,1,1,910,366,647
2,1,0,1,1,910,367,648
2,1,0,1,1,910,368,649
2,1,0,1,1,910,369,650
2,1,0,1,1,910,370,651
2,1,0,1,1,910,371,652
2,1,0,1,1,910,372,653
2,1,0,1,1,910,373,654
2,1,0,1,1,910,374,655
2,1,0,1,1,910,375,656
2,1,0,1,1,910,376,657
2,1,0,1,1,910,377,658
2,1,0,1,1,910,378,659
2,1,0,1,1,910,379,660
2,1,0,1,1,910,380,661
2,1,0,1,1,910,381,662
2,1,0,1,1,910,382,663
2,1,0,1,1,910,383,664
2,1,0,1,1,910,384,665
2,1,0,1,1,910,385,666
2,1,0,1,1,910,386,667
2,1,0,1,1,910,387,668
2,1,0,1,1,910,388,669
2,1,0,1,1,910,389,670
2,1,0,1,1,910,390,671
2,1,0,1,1,910,391,672
2,1,0,1,1,910,392,673
2,1,0,1,1,910,393,674
2,1,0,1,1,910,394,675
2,1,0,1,1,910,395,676
2,1,0,1,1,910,396,677
2,1,0,1,1,910,397,678
2,1,0,1,1,910,398,679
2,1,0,1,1,910,399,680
2,1,0,1,1,910,400,681
2,1,0,1,1,910,401,682
2,1,0,1,1,910,402,683
2,1,0,1,1,910,403,684
2,1,0,1,1,910,404,685
2,1,0,1,1,910,405,686
2,1,0,1,1,910,406,687
2,1,0,1,1,910,407,688
2,1,0,1,1,910,408,689
2,1,0,1,1,910,409,690
2,1,0,1,1,910,410,691
2,1,0,1,1,910,411,692
2,1,0,1,1,910,412,693
2,1,0,1,1,910,413,694
2,1,0,1,1,910,414,695
2,1,0,1,1,910,415,696
2,1,0,1,1,910,416,697
2,1,0,1,1,910,417,698
2,1,0,1,1,910,418,699
2,1,0,1,1,910,419,700
2,1,0,1,1,910,420,701
2,1,0,1,1,910,421,702
2,1,0,1,1,910,422,703
2,1,0,1,1,910,423,704
2,1,0,1,1,910,424,705
2,1,0,1,1,910,425,706
2,1,0,1,1,910,426,707
2,1,0,1,1,910,427,708
2,1,0,1,1,910,428,709
2,1,0,1,1,910,429,710
2,1,0,1,1,910,430,711
2,1,0,1,1,910,431,712
2,1,0,1,1,910,432,713
2,1,0,1,1,910,433,714
2,1,0,1,1,910,434,715
2,1,0,1,1,910,435,716
2,1,0,1,1,910,436,717
2,1,0,1,1,910,437,718
2,1,0,1,1,910,438,719
2,1,0,1,1,910,439,720
2,1,0,1,1,910,440,721
2,1,0,1,1,910,441,722
2,1,0,1,1,910,442,723
2,1,0,1,1,910,443,724
2,1,0,1,1,910,444,725
2,1,0,1,1,910,445,726
2,1,0,1,1,910,446,727
2,1,0,1,1,910,447,728
2,1,0,1,1,910,448,729
2,1,0,1,1,910,449,730
2,1,0,1,1,910,450,731
2,1,0,1,1,910,451,732
2,1,0,1,1,910,452,733
2,1,0,1,1,910,453,734
2,1,0,1,1,910,454,735
2,1,0,1,1,910,455,736
2,1,0,1,1,910,456,737
2,1,0,1,1,910,457,738
2,1,0,1,1,910,458,739
2,1,0,1,1,910,459,740
2,1,0,1,1,910,460,741
2,1,0,1,1,910,461,742
2,1,0,1,1,910,462,743
2,1,0,1,1,910,463,744
2,1,0,1,1,910,464,745
2,1,0,1,1,910,465,746
2,1,0,1,1,910,466,747
2,1,0,1,1,910,467,748
2,1,0,1,1,910,468,749
2,1,0,1,1,910,469,750
2,1,0,1,1,910,470,751
2,1,0,1,1,910,471,752
2,1,0,1,1,910,472,753
2,1,0,1,1,910,473,754
2,1,0,1,1,910,474,755
2,1,0,1,1,910,475,756
2,1,0,1,1,910,476,757
2,1,0,1,1,910,477,758
2,1,0,1,1,910,478,759
2,1,0,1,1,910,479,760
2,1,0,1,1,910,480,761
2,1,0,1,1,910,481,762
2,1,0,1,1,910,482,763
2,1,0,1,1,910,483,764
2,1,0,1,1,910,484,765
2,1,0,1,1,910,485,766
2,1,0,1,1,910,486,767
2,1,0,1,1,910,487,768
2,1,0,1,1,910,488,769
2,1,0,1,1,910,489,770
2,1,0,1,1,910,490,771
2,1,0,1,1,910,491,772
2,1,0,1,1,910,492,773
2,1,0,1,1,910,493,774
2,1,0,1,1,910,494,775
2,1,0,1,1,910,495,776
2,1,0,1,1,910,496,777
2,1,0,1,1,910,497,778
2,1,0,1,1,910,498,779
2,1,0,1,1,910,499,780
2,1,0,1,1,910,500,781
2,1,0,1,1,910,501,782
2,1,0,1,1,910,502,783
2,1,0,1,1,910,503,784
2,1,0,1,1,910,504,785
2,1,0,1,1,910,505,786
2,1,0,1,1,910,506,787
2,1,0,1,1,910,507,788
2,1,0,1,1,910,508,789
2,1,0,1,1,910,509,790
2,1,0,1,1,910,510,791
2,1,0,1,1,910,511,792
2,1,0,1,1,910,512,793
2,1,0,1,1,910,513,794
2,1,0,1,1,910,514,795
2,1,0,1,1,910,515,796
2,1,0,1,1,910,516,797
2,1,0,1,1,910,517,798
2,1,0,1,1,910,518,799
2,1,0,1,1,910,519,800
2,1,0,1,1,910,520,801
2,1,0,1,1,910,521,802
2,1,0,1,1,910,522,803
2,1,0,1,1,910,523,804
2,1,0,1,1,910,524,805
2,1,0,1,1,910,525,806
2,1,0,1,1,910,526,807
2,1,0,1,1,910,527,808
2,1,0,1,1,910,528,809
2,1,0,1,1,910,529,810
2,1,0,1,1,910,530,811
2,1,0,1,1,910,531,812
2,1,0,1,1,910,532,813
2,1,0,1,1,910,533,814
2,1,0,1,1,910,534,815
2,1,0,1,1,910,535,816
2,1,0,1,1,910,536,817
2,1,0,1,1,910,537,818
2,1,0,1,1,910,538,819
2,1,0,1,1,910,539,820
2,1,0,1,1,910,540,821
2,1,0,1,1,910,541,822
2,1,0,1,1,910,542,823
2,1,0,1,1,910,543,824
2,1,0,1,1,910,544,825
2,1,0,1,1,910,545,826
2,1,0,1,1,910,546,827
2,1,0,1,1,910,547,828
2,1,0,1,1,910,548,829
2,1,0,1,1,910,549,830
2,1,0,1,1,910,550,831
2,1,0,1,1,910,551,832
2,1,0,1,1,910,552,833
2,1,0,1,1,910,553,834
2,1,0,1,1,910,554,835
2,1,0,1,1,910,555,836
2,1,0,1,1,910,556,837
2,1,0,1,1,910,557,838
2,1,0,1,1,910,558,839
2,1,0,1,1,910,559,840
2,1,0,1,1,910,560,841
2,1,0,1,1,910,561,842
2,1,0,1,1,910,562,843
2,1,0,1,1,910,563,844
2,1,0,1,1,910,564,845
2,1,0,1,1,910,565,846
2,1,0,1,1,910,566,847
2,1,0,1,1,910,567,848
2,1,0,1,1,910,568,849
2,1,0,1,1,910,569,850
2,1,0,1,1,910,570,851
2,1,0,1,1,910,571,852
2,1,0,1,1,910,572,853
2,1,0,1,1,910,573,854
2,1,0,1,1,910,574,855
2,1,0,1,1,910,575,856
2,1,0,1,1,910,576,857
2,1,0,1,1,910,577,858
2,1,0,1,1,910,578,859
2,1,0,1,1,910,579,860
2,1,0,1,1,910,580,861
2,1,0,1,1,910,581,862
2,1,0,1,1,910,582,863
2,1,0,1,1,910,583,864
2,1,0,1,1,910,584,865
2,1,0,1,1,910,585,866
2,1,0,1,1,910,586,867
2,1,0,1,1,910,587,868
2,1,0,1,1,910,588,869
2,1,0,1,1,910,589,870
2,1,0,1,1,910,590,871
